,X1,Provider Name,DBA Name,State,Census Block FIPS Code,Technology Code,Consumer,Max Advertised Downstream Speed (mbps),Max Advertised Upstream Speed (mbps),Business
1,1,Frontier Communications Corporation,Frontier Communications Corporation,CA,060710097082364,11,1,3,0.384,1
2,2,Frontier Communications Corporation,Frontier Communications Corporation,FL,121150021003010,50,1,115,115,1
3,3,"VSAT Systems, LLC",Skycasters,MN,270074501002036,60,1,2,1.3,1
4,4,"Cable One, Inc.",Cable ONE,NM,350430107203016,42,1,1000,50,1
5,5,GCI Communication Corp.,GCI Communication Corp.,VA,518200033001004,60,0,0,0,1
6,6,"HNS License Sub, LLC",HughesNet,WI,550979605004028,60,1,25,3,1
7,7,"VSAT Systems, LLC",Skycasters,CO,080990003001001,60,1,2,1.3,1
8,8,GCI Communication Corp.,GCI Communication Corp.,GA,130630406212009,60,0,0,0,1
9,9,GCI Communication Corp.,GCI Communication Corp.,ND,380499556002004,60,0,0,0,1
10,10,"CenturyLink, Inc.",CenturyLink,TX,483550051021061,12,1,20,1.5,1
11,11,"CenturyLink, Inc.",CenturyLink,WY,560139404001059,11,1,1.5,0.896,1
12,12,"CenturyLink, Inc.",CenturyLink,AZ,040130506061053,50,1,40,20,1
13,13,GCI Communication Corp.,GCI Communication Corp.,TX,482014320011024,60,0,0,0,1
14,14,GCI Communication Corp.,GCI Communication Corp.,ID,160799602006334,60,0,0,0,1
15,15,"ViaSat, Inc.",Viasat Inc,OK,401179572002307,60,1,35,3,1
16,16,Verizon Delaware LLC,Verizon Delaware LLC,DE,100050507052038,10,1,1.5,0.384,1
17,17,Neptuno Media,NeptunoNetworks,PR,721130705033002,70,0,0,0,1
18,18,GCI Communication Corp.,GCI Communication Corp.,CA,060816011005009,60,0,0,0,1
19,19,GCI Communication Corp.,GCI Communication Corp.,OK,400399508001017,60,0,0,0,1
20,20,Verizon New York Inc.,Verizon New York Inc.,NY,360810559001004,50,1,940,880,1
21,21,"HNS License Sub, LLC",HughesNet,UT,490379781001544,60,1,25,3,1
22,22,GCI Communication Corp.,GCI Communication Corp.,CA,060371814002000,60,0,0,0,1
23,23,Crown Castle Fiber LLC,Crown Castle Fiber,NY,361190109032002,50,0,0,0,1
24,24,"HNS License Sub, LLC",HughesNet,OH,390130124003010,60,1,25,3,1
25,25,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,NC,370690603021020,70,1,2,2,0
26,26,GCI Communication Corp.,GCI Communication Corp.,WA,530419715005071,60,0,0,0,1
27,27,Arvig Enterprises,ARROWHEAD,MN,270219400021041,12,1,23,1.1,1
28,28,PrineTime Internet Solutions,PrineTIME Internet Solutions,OR,410319602011079,70,1,10,4,1
29,29,Professional Value Internet Service Inc,ProValue.Net,OK,400836002001056,70,1,25,3,1
30,30,"Windstream Georgia Communications, LLC",Windstream Georgia Communications LLC,GA,131739502003052,50,0,0,0,1
31,31,GCI Communication Corp.,GCI Communication Corp.,NY,361070206003111,60,0,0,0,1
32,32,"VSAT Systems, LLC",Skycasters,FL,121050142021006,60,1,2,1.3,1
33,33,Verizon Pennsylvania LLC,Verizon Pennsylvania LLC,PA,420912022013017,50,1,940,880,1
34,34,Verizon New England Inc.,Verizon New England Inc.,MA,250173154031008,50,1,940,880,1
35,35,"ViaSat, Inc.",Viasat Inc,TX,483396920012024,60,1,100,3,1
36,36,"HNS License Sub, LLC",HughesNet,TX,483379505002068,60,1,25,3,1
37,37,"VSAT Systems, LLC",Skycasters,NJ,340110410003008,60,1,2,1.3,1
38,38,GCI Communication Corp.,GCI Communication Corp.,OR,410279501002187,60,0,0,0,1
39,39,"Charter Communications, Inc.",Charter Communications Inc,TX,482090106002026,43,1,940,35,1
40,40,"HNS License Sub, LLC",HughesNet,MI,260750061003052,60,1,25,3,1
41,41,"BellSouth Telecommunications, Inc.",AT&T North Carolina,NC,371190020022011,11,1,18,0.768,0
42,42,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,TX,480270206003019,50,1,1000,1000,0
43,43,"HNS License Sub, LLC",HughesNet,MI,260070003004064,60,1,25,3,1
44,44,GCI Communication Corp.,GCI Communication Corp.,HI,150030077022005,60,0,0,0,1
45,45,GCI Communication Corp.,GCI Communication Corp.,IL,171659560001015,60,0,0,0,1
46,46,"VSAT Systems, LLC",Skycasters,NC,371190016032020,60,1,2,1.3,1
47,47,"HNS License Sub, LLC",HughesNet,TX,482012123003002,60,1,25,3,1
48,48,"HNS License Sub, LLC",HughesNet,FL,120710011022007,60,1,25,3,1
49,49,"HNS License Sub, LLC",HughesNet,AL,010970034072054,60,1,25,3,1
50,50,"HNS License Sub, LLC",HughesNet,MD,240135061011001,60,1,25,3,1
51,51,"ViaSat, Inc.",Viasat Inc,TX,481677217006011,60,1,35,3,1
52,52,"Inventive Wireless of Nebraska, LLC",Vistabeam,NE,311059545001135,70,1,100,100,1
53,53,"VSAT Systems, LLC",Skycasters,CO,080119667001362,60,1,2,1.3,1
54,54,Frontier Communications Corporation,Frontier Communications Corporation,PA,420430254001050,11,1,18,1,1
55,55,"Charter Communications, Inc.",Charter Communications Inc,NC,370919501003018,43,1,940,35,1
56,56,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,TX,483396917001016,43,0,0,0,1
57,57,CSC Holdings LLC,Cablevision,NY,361190125031034,42,1,500,35,1
58,58,"HNS License Sub, LLC",HughesNet,OR,410670307002029,60,1,25,3,1
59,59,Bluespan Wireless LLC,Bluespan,AZ,040190022021014,70,1,50,10,1
60,60,"VSAT Systems, LLC",Skycasters,CA,060470008011023,60,1,2,1.3,1
61,61,"Blue Ridge Cable Technologies, Inc.",Blue Ridge Communications,PA,420990303023080,43,1,1000,40,1
62,62,"ViaSat, Inc.",Viasat Inc,AR,050450301012050,60,1,35,3,1
63,63,"HNS License Sub, LLC",HughesNet,TX,484579502003039,60,1,25,3,1
64,64,"ViaSat, Inc.",Viasat Inc,HI,150090318011129,60,1,35,3,1
65,65,Kentucky RSA #3 Cellular General Partnership,Bluegrass Cellular Inc,KY,210999702002065,70,1,12,5,1
66,66,Illinois Bell Telephone Company,AT&T Illinois,IL,170318117011078,12,1,100,20,0
67,67,Frontier Communications Corporation,Frontier Communications Corporation,IN,181770101003041,12,1,25,2,1
68,68,GCI Communication Corp.,GCI Communication Corp.,CT,090159001004020,60,0,0,0,1
69,69,"VSAT Systems, LLC",Skycasters,IN,180719675002087,60,1,2,1.3,1
70,70,"ViaSat, Inc.",Viasat Inc,OH,391093651024084,60,1,35,3,1
71,71,"ViaSat, Inc.",Viasat Inc,SC,450750106001026,60,1,35,3,1
72,72,"HNS License Sub, LLC",HughesNet,NC,370210032051041,60,1,25,3,1
73,73,Frontier Communications Corporation,Frontier Communications Corporation,SC,450850013002024,10,1,6,1,1
74,74,GCI Communication Corp.,GCI Communication Corp.,PA,420970817002033,60,0,0,0,1
75,75,AT&T California,AT&T California,CA,060590762022028,10,1,6,0.512,0
76,76,"VSAT Systems, LLC",Skycasters,CA,060952521041025,60,1,2,1.3,1
77,77,PenTeleData Limited Partnership I,PenTeleData Limited Partnership I,NJ,340373732001004,50,0,0,0,1
78,78,"SonicNet, Inc.",SonicNet Inc.,WI,551259507001107,70,1,25,3,1
79,79,"VTX Communications, LLC",VTXC,TX,484090110001010,70,1,25,4,1
80,80,DFT Local Service Corporation,DFT Communications/Netsync Internet Services,NY,360130364011111,70,1,24,2,0
81,81,"VSAT Systems, LLC",Skycasters,WI,550499504002036,60,1,2,1.3,1
82,82,"VSAT Systems, LLC",Skycasters,OH,391590503012119,60,1,2,1.3,1
83,83,"ViaSat, Inc.",Viasat Inc,CA,061090032005006,60,1,35,3,1
84,84,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,OK,400310024031132,70,1,2,2,0
85,85,"HNS License Sub, LLC",HughesNet,GA,133019704003129,60,1,25,3,1
86,86,GCI Communication Corp.,GCI Communication Corp.,LA,220710006072019,60,0,0,0,1
87,87,"HNS License Sub, LLC",HughesNet,NC,371350107043025,60,1,25,3,1
88,88,"ViaSat, Inc.",Viasat Inc,IN,180559547013023,60,1,35,3,1
89,89,"WaveDivision Holdings, LLC",Wave,OR,410470105022005,43,1,250,20,0
90,90,GCI Communication Corp.,GCI Communication Corp.,WI,550090010001055,60,0,0,0,1
91,91,"VSAT Systems, LLC",Skycasters,MN,271230406033016,60,1,2,1.3,1
92,92,Michigan Bell Telephone Company,AT&T Michigan,MI,261251813004008,11,1,18,0.768,0
93,93,"HNS License Sub, LLC",HughesNet,CA,060650406051009,60,1,25,3,1
94,94,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,TX,482012208001011,50,1,1000,1000,0
95,95,"Puerto Rico Telephone Company, Inc.","Puerto Rico Telephone Company, Inc.",PR,720970804001031,30,0,0,0,1
96,96,"ViaSat, Inc.",Viasat Inc,NC,370350110001004,60,1,100,3,1
97,97,Frontier Communications Corporation,Frontier Communications Corporation,MI,261476571001028,11,1,18,1,1
98,98,Frontier Communications Corporation,Frontier Communications Corporation,WV,540810006001050,10,1,6,1,1
99,99,"ViaSat, Inc.",Viasat Inc,CO,080859666013017,60,1,100,3,1
100,100,"VSAT Systems, LLC",Skycasters,CA,060830029091018,60,1,2,1.3,1
101,101,"ViaSat, Inc.",Viasat Inc,IN,181319589001090,60,1,100,3,1
102,102,"VSAT Systems, LLC",Skycasters,FL,120150104022019,60,1,2,1.3,1
103,103,"ViaSat, Inc.",Viasat Inc,CT,090117023001002,60,1,35,3,1
104,104,"HNS License Sub, LLC",HughesNet,OK,400173007004072,60,1,25,3,1
105,105,"BellSouth Telecommunications, Inc.",AT&T North Carolina,NC,371190055213021,10,1,3,0.384,0
106,106,GCI Communication Corp.,GCI Communication Corp.,UT,490351129162004,60,0,0,0,1
107,107,"VSAT Systems, LLC",Skycasters,LA,221179505003154,60,1,2,1.3,1
108,108,Kentucky RSA #3 Cellular General Partnership,Bluegrass Cellular Inc,KY,211239601022051,70,1,12,5,1
109,109,"ViaSat, Inc.",Viasat Inc,IL,172010043003017,60,1,35,3,1
110,110,"ViaSat, Inc.",Viasat Inc,IN,181410121004055,60,1,100,3,1
111,111,"VSAT Systems, LLC",Skycasters,RI,440070127013009,60,1,2,1.3,1
112,112,"VSAT Systems, LLC",Skycasters,WV,540779645003107,60,1,2,1.3,1
113,113,"ViaSat, Inc.",Viasat Inc,MO,290470218054074,60,1,100,3,1
114,114,Air Link Rural Broadband,"Air Link Rural Broadband, LLC",MO,291950901001248,70,1,20,20,1
115,115,"Eastern Shore Communications, LLC",Eastern Shore Communications,VA,511319303002127,70,1,15,5,1
116,116,"HNS License Sub, LLC",HughesNet,FL,121050128043049,60,1,25,3,1
117,117,"NTUA Wireless, LLC",Choice NTUA Wireless,AZ,040019427003246,70,1,9,2,1
118,118,GCI Communication Corp.,GCI Communication Corp.,MS,280559501002054,60,0,0,0,1
119,119,"ViaSat, Inc.",Viasat Inc,WI,551211002002159,60,1,35,3,1
120,120,"ViaSat, Inc.",Viasat Inc,HI,150010211064076,60,1,35,3,1
121,121,"Nex-Tech, Inc.","Nex-Tech, LLC",KS,201799527001056,50,1,1000,1000,1
122,122,"VPNet, Inc.","VPNet, Inc.",PR,720691805003029,70,1,50,5,1
123,123,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,IL,171259565001005,70,1,2,2,0
124,124,"HNS License Sub, LLC",HughesNet,NY,360319610004022,60,1,25,3,1
125,125,"ViaSat, Inc.",Viasat Inc,MO,291154902001117,60,1,35,3,1
126,126,"UBTA-UBET Communications, Inc.",STRATA Networks,UT,490519405001347,70,1,6,1,1
127,127,"ViaSat, Inc.",Viasat Inc,ND,380559610002552,60,1,100,3,1
128,128,"HNS License Sub, LLC",HughesNet,KS,200639552001185,60,1,25,3,1
129,129,"BellSouth Telecommunications, Inc.",AT&T Mississippi,MS,280330701021001,11,1,25,2,0
130,130,"HNS License Sub, LLC",HughesNet,OK,400413760003007,60,1,25,3,1
131,131,GCI Communication Corp.,GCI Communication Corp.,MI,260250012002030,60,0,0,0,1
132,132,"HNS License Sub, LLC",HughesNet,FL,120190302022007,60,1,25,3,1
133,133,"VSAT Systems, LLC",Skycasters,AZ,040179400152179,60,1,2,1.3,1
134,134,"Consolidated Communications Holdings, Inc.",Consolidated Communications,IL,170290003001005,30,0,0,0,1
135,135,"VSAT Systems, LLC",Skycasters,ID,160779602005321,60,1,2,1.3,1
136,136,Kentucky RSA #3 Cellular General Partnership,Bluegrass Cellular Inc,KY,212179202001013,70,1,12,5,1
137,137,"VSAT Systems, LLC",Skycasters,IN,180799603012143,60,1,2,1.3,1
138,138,"VSAT Systems, LLC",Skycasters,KS,200834611001405,60,1,2,1.3,1
139,139,"Golden West Telecommunications Cooperative, Inc.",Golden West Telecommunications,SD,461239716002426,10,1,18,2,1
140,140,"CenturyLink, Inc.",CenturyLink,OR,410030106002017,11,1,12,0.896,1
141,141,"CenturyLink, Inc.",CenturyLink,MN,271130901001167,10,1,1.5,0.896,1
142,142,Midcontinent Communications,Midcontinent Communications,SD,461030109034044,40,1,1000,20,1
143,143,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,PA,420076029001093,42,1,250,10,1
144,144,GCI Communication Corp.,GCI Communication Corp.,MI,261079602003033,60,0,0,0,1
145,145,"HNS License Sub, LLC",HughesNet,LA,220419506002194,60,1,25,3,1
146,146,JMZ CORPORATION,KwiKom Communications,KS,201770005002003,70,1,25,5,1
147,147,GCI Communication Corp.,GCI Communication Corp.,IA,191670705002100,60,0,0,0,1
148,148,"MetaLINK Technologies, Inc.",MetaLINK Technologies Inc.,OH,390950089024005,70,1,50,5,1
149,149,"ViaSat, Inc.",Viasat Inc,VA,511210214001086,60,1,100,3,1
150,150,"HNS License Sub, LLC",HughesNet,NC,370190205111008,60,1,25,3,1
151,151,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,MO,295101018003002,12,1,100,20,0
152,152,"HNS License Sub, LLC",HughesNet,NC,370510033041011,60,1,25,3,1
153,153,GCI Communication Corp.,GCI Communication Corp.,CA,060190059051007,60,0,0,0,1
154,154,"Charter Communications, Inc.",Charter Communications Inc,CA,060290057001462,43,1,940,35,1
155,155,"Cox Communications, Inc",Cox Communications,RI,440010307002004,43,1,1000,35,1
156,156,"VSAT Systems, LLC",Skycasters,AR,050634907001043,60,1,2,1.3,1
157,157,"VSAT Systems, LLC",Skycasters,TX,481319501005423,60,1,2,1.3,1
158,158,"ViaSat, Inc.",Viasat Inc,AL,010650400001051,60,1,35,3,1
159,159,"Wisconsin Bell, Inc.",AT&T Wisconsin,WI,550590015005019,10,1,3,0.384,0
160,160,"HNS License Sub, LLC",HughesNet,WA,530530721111002,60,1,25,3,1
161,161,"ViaSat, Inc.",Viasat Inc,GA,132470603061069,60,1,100,3,1
162,162,Frontier Communications Corporation,Frontier Communications Corporation,WV,540359637001021,10,1,3,0.384,1
163,163,"HNS License Sub, LLC",HughesNet,IN,180910416003045,60,1,25,3,1
164,164,"HNS License Sub, LLC",HughesNet,NC,370499605003048,60,1,25,3,1
165,165,"ViaSat, Inc.",Viasat Inc,ND,380299665003027,60,1,35,3,1
166,166,Verizon Virginia LLC,Verizon Virginia LLC,VA,518100440032024,10,1,5,0.768,1
167,167,"VSAT Systems, LLC",Skycasters,VA,511710402012061,60,1,2,1.3,1
168,168,"ViaSat, Inc.",Viasat Inc,MI,260690002002062,60,1,35,3,1
169,169,GCI Communication Corp.,GCI Communication Corp.,NC,370630020173047,60,0,0,0,1
170,170,"HNS License Sub, LLC",HughesNet,TX,481810003042073,60,1,25,3,1
171,171,"ViaSat, Inc.",Viasat Inc,SC,450259502002064,60,1,100,3,1
172,172,"HNS License Sub, LLC",HughesNet,CA,060210103003164,60,1,25,3,1
173,173,"Crockett Telephone Co., Inc.","Crockett Telephone Company, Inc.",TN,470339611001052,11,1,25,3,1
174,174,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,CA,060750104003014,43,1,987,35,1
175,175,"VSAT Systems, LLC",Skycasters,FL,120350603041114,60,1,2,1.3,1
176,176,"ViaSat, Inc.",Viasat Inc,ME,230259657002024,60,1,35,3,1
177,177,GCI Communication Corp.,GCI Communication Corp.,WI,550619605003024,60,0,0,0,1
178,178,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,IA,191499704003209,70,1,2,2,0
179,179,XCHANGE TELECOM CORP.,XchangeTelecom,NY,360470484003001,11,1,25,2,1
180,180,"MetaLINK Technologies, Inc.",MetaLINK Technologies Inc.,IN,180010301004000,70,1,50,5,1
181,181,"Charter Communications, Inc.",Charter Communications Inc,TX,481130143021006,43,1,940,35,1
182,182,"HNS License Sub, LLC",HughesNet,FL,120990076161003,60,1,25,3,1
183,183,"ViaSat, Inc.",Viasat Inc,TX,480879503001926,60,1,35,3,1
184,184,Info Link Wireless,"Info Link Wireless, Inc.",MN,270414506003045,70,1,2,2,1
185,185,"VSAT Systems, LLC",Skycasters,RI,440070147004007,60,1,2,1.3,1
186,186,GCI Communication Corp.,GCI Communication Corp.,FL,120419501001051,60,0,0,0,1
187,187,"ViaSat, Inc.",Viasat Inc,OR,410290016022003,60,1,35,3,1
188,188,GCI Communication Corp.,GCI Communication Corp.,NC,370119302001072,60,0,0,0,1
189,189,"ViaSat, Inc.",Viasat Inc,CA,060590422062012,60,1,100,3,1
190,190,"VTel Wireless, Inc.","VTel Wireless, Inc.",VT,500110104001070,70,1,1.5,0.2,1
191,191,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,NE,311559684003068,70,1,2,2,0
192,192,Mediacom Illinois LLC,Mediacom Illinois LLC,IL,172030302001040,43,1,1000,50,1
193,193,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,MO,290430204003080,70,1,2,2,0
194,194,"ViaSat, Inc.",Viasat Inc,AZ,040130506033730,60,1,35,3,1
195,195,"HNS License Sub, LLC",HughesNet,OR,410191300004062,60,1,25,3,1
196,196,GCI Communication Corp.,GCI Communication Corp.,IN,181095107011038,60,0,0,0,1
197,197,"ViaSat, Inc.",Viasat Inc,OH,390490093861000,60,1,100,3,1
198,198,"HNS License Sub, LLC",HughesNet,TX,482530204004055,60,1,25,3,1
199,199,Frontier Communications Corporation,Frontier Communications Corporation,TX,484359503003076,11,1,18,1,1
200,200,AT&T Mobility Puerto Rico Inc.,Centennial,PR,720714101002008,50,0,0,0,1
201,201,"HNS License Sub, LLC",HughesNet,LA,220190001002041,60,1,25,3,1
202,202,"ViaSat, Inc.",Viasat Inc,TN,470470607021092,60,1,100,3,1
203,203,"ViaSat, Inc.",Viasat Inc,CO,081230019071076,60,1,100,3,1
204,204,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,NJ,340410319001025,42,1,250,10,1
205,205,"ViaSat, Inc.",Viasat Inc,TX,482013127003016,60,1,100,3,1
206,206,GCI Communication Corp.,GCI Communication Corp.,IN,180179511003014,60,0,0,0,1
207,207,GCI Communication Corp.,GCI Communication Corp.,TX,484530004012038,60,0,0,0,1
208,208,"ViaSat, Inc.",Viasat Inc,AL,010719505001068,60,1,35,3,1
209,209,Suddenlink Communications,Suddenlink Communications,WV,540390135001041,43,1,1000,50,1
210,210,Indiana Bell Telephone Company,AT&T Indiana,IN,180839552004039,10,1,6,0.512,0
211,211,"ViaSat, Inc.",Viasat Inc,TX,482013234003011,60,1,100,3,1
212,212,Georgia Highspeed Country Internet,"GA Highspeed Country Internet, LLC",GA,130459111005021,70,1,100,50,1
213,213,"VSAT Systems, LLC",Skycasters,CA,060450101001441,60,1,2,1.3,1
214,214,Pixius Communications,Pixius Communications,KS,201730105002065,70,1,25,5,1
215,215,"ViaSat, Inc.",Viasat Inc,IN,180890210002014,60,1,35,3,1
216,216,"HNS License Sub, LLC",HughesNet,CA,060230002006042,60,1,25,3,1
217,217,"VSAT Systems, LLC",Skycasters,IL,170318426003000,60,1,2,1.3,1
218,218,GCI Communication Corp.,GCI Communication Corp.,MI,260250037002037,60,0,0,0,1
219,219,"VSAT Systems, LLC",Skycasters,FL,120210111022357,60,1,2,1.3,1
220,220,Brown Dog Networks,Brown Dog Networks,MO,290997005024047,70,1,15,5,1
221,221,"Brown County CLEC, LLC",Cellcom,WI,550831009001102,70,1,0.7,0.4,1
222,222,GCI Communication Corp.,GCI Communication Corp.,ID,160739502001763,60,0,0,0,1
223,223,Frontier Communications Corporation,Frontier Communications Corporation,FL,120570122111003,10,1,6,1,1
224,224,Frontier Communications Corporation,Frontier Communications Corporation,AL,010359603002086,11,1,18,1,1
225,225,"Clear Rate Communications, Inc.","Clear Rate Communications, Inc.",MI,260250002003010,30,0,0,0,1
226,226,"VSAT Systems, LLC",Skycasters,KS,201110007002221,60,1,2,1.3,1
227,227,nysys wireless llc,NYSYS Wireless,NY,360690518001006,70,1,6,2,1
228,228,"HNS License Sub, LLC",HughesNet,WI,551390005003040,60,1,25,3,1
229,229,Allo Communications,Allo Communications,NE,310139513002024,50,1,1000,1000,1
230,230,Buggs Island Telephone Cooperative,Buggs Island Telephone Cooperative,VA,511179302005008,70,1,6,1.5,1
231,231,"Charter Communications, Inc.",Charter Communications Inc,NY,360630221002013,43,1,940,35,1
232,232,"VSAT Systems, LLC",Skycasters,TX,482150243011032,60,1,2,1.3,1
233,233,GCI Communication Corp.,GCI Communication Corp.,AR,050159504002023,60,0,0,0,1
234,234,"ATG Communications, LLC",ATG Communications,GA,132450101012003,70,0,0,0,1
235,235,"VSAT Systems, LLC",Skycasters,TX,481576732001056,60,1,2,1.3,1
236,236,AT&T California,AT&T California,CA,060590992481004,10,1,6,0.512,0
237,237,Indiana Bell Telephone Company,AT&T Indiana,IN,180890430022046,11,1,18,0.768,0
238,238,"HNS License Sub, LLC",HughesNet,WI,550571005004008,60,1,25,3,1
239,239,"BellSouth Telecommunications, Inc.",AT&T Louisiana,LA,220170225001003,11,1,3,0.384,0
240,240,"ViaSat, Inc.",Viasat Inc,PA,420250205006020,60,1,100,3,1
241,241,"HNS License Sub, LLC",HughesNet,GA,130670312113008,60,1,25,3,1
242,242,"ViaSat, Inc.",Viasat Inc,FL,120110703141084,60,1,35,3,1
243,243,Verizon Pennsylvania LLC,Verizon Pennsylvania LLC,PA,420293114031025,50,1,940,880,1
244,244,"ViaSat, Inc.",Viasat Inc,GA,133019704003158,60,1,100,3,1
245,245,"HNS License Sub, LLC",HughesNet,IL,170312511004005,60,1,25,3,1
246,246,Surf Air Wireless,Surf Air Wireless,IN,181270501036012,70,1,25,5,1
247,247,"VSAT Systems, LLC",Skycasters,FL,120570111074024,60,1,2,1.3,1
248,248,"ViaSat, Inc.",Viasat Inc,MA,250214563012007,60,1,100,3,1
249,249,Suddenlink Communications,Suddenlink Communications,AZ,040129403001104,42,1,150,10,1
250,250,"Windstream Pennsylvania, LLC",Windstream Pennsylvania LLC.,PA,420730113004019,12,1,12,1.5,1
251,251,"ViaSat, Inc.",Viasat Inc,PA,420035625002010,60,1,100,3,1
252,252,"BellSouth Telecommunications, Inc.",AT&T South Carolina,SC,450790103081006,12,1,25,5,0
253,253,"Charter Communications, Inc.",Charter Communications Inc,GA,133130011002002,43,1,940,35,1
254,254,GCI Communication Corp.,GCI Communication Corp.,IA,190570006001011,60,0,0,0,1
255,255,GCI Communication Corp.,GCI Communication Corp.,MI,261251562003023,60,0,0,0,1
256,256,Conifer Communications,Conifer Communications,CA,061090031005313,70,1,25,5,1
257,257,CSC Holdings LLC,Cablevision,NJ,340030532005007,42,1,500,35,1
258,258,city of Ocala,Ocala Telecom,FL,120830024021045,50,1,100,100,1
259,259,Frontier Communications Corporation,Frontier Communications Corporation,OH,390719552004008,10,1,3,0.384,1
260,260,"VSAT Systems, LLC",Skycasters,MA,250110409002019,60,1,2,1.3,1
261,261,"HNS License Sub, LLC",HughesNet,NE,310839642001731,60,1,25,3,1
262,262,GCI Communication Corp.,GCI Communication Corp.,CT,090159061002037,60,0,0,0,1
263,263,GCI Communication Corp.,GCI Communication Corp.,WY,560139401001322,60,0,0,0,1
264,264,"HNS License Sub, LLC",HughesNet,VA,510411002093023,60,1,25,3,1
265,265,"ViaSat, Inc.",Viasat Inc,NC,370810107012035,60,1,35,3,1
266,266,GCI Communication Corp.,GCI Communication Corp.,TX,480519702002007,60,0,0,0,1
267,267,"Charter Communications, Inc.",Charter Communications Inc,NC,370270304003031,43,1,940,35,1
268,268,GCI Communication Corp.,GCI Communication Corp.,NY,360593012004010,60,0,0,0,1
269,269,"HNS License Sub, LLC",HughesNet,PA,420010304003013,60,1,25,3,1
270,270,"VSAT Systems, LLC",Skycasters,IN,180950117001020,60,1,2,1.3,1
271,271,"VSAT Systems, LLC",Skycasters,MT,300510501001113,60,1,2,1.3,1
272,272,Missouri Network Alliance LLC,Missouri Network Alliance LLC,MO,290270707001161,50,0,0,0,1
273,273,"Blue Ridge Cable Technologies, Inc.",Blue Ridge Communications,PA,421279614001080,43,1,1000,40,1
274,274,GCI Communication Corp.,GCI Communication Corp.,WI,550350002001001,60,0,0,0,1
275,275,GCI Communication Corp.,GCI Communication Corp.,PA,420031903001016,60,0,0,0,1
276,276,Frontier Communications Corporation,Frontier Communications Corporation,IN,180910424004029,11,1,12,1,1
277,277,"VTX Communications, LLC",VTXC,TX,480219505021032,70,1,25,4,1
278,278,"BellSouth Telecommunications, Inc.",AT&T Kentucky,KY,211419604002048,70,1,10,1,0
279,279,AMG Technology Investment Group,Nextlink Residential,TX,482179601002257,70,1,50,30,1
280,280,"HNS License Sub, LLC",HughesNet,WA,530330325001087,60,1,25,3,1
281,281,GCI Communication Corp.,GCI Communication Corp.,CO,080410017002023,60,0,0,0,1
282,282,"Charter Communications, Inc.",Charter Communications Inc,MI,260810109032017,43,1,940,35,1
283,283,"VSAT Systems, LLC",Skycasters,AZ,040129403002169,60,1,2,1.3,1
284,284,"CenturyLink, Inc.",CenturyLink,CO,080130126032010,11,1,1.5,0.896,1
285,285,Cruzio Media Inc.,Cruzio Internet,CA,060014361003016,70,1,30,30,1
286,286,"ViaSat, Inc.",Viasat Inc,NC,370570618033011,60,1,100,3,1
287,287,PCI Broadband,PCI,CO,080410016002038,70,1,50,20,1
288,288,GCI Communication Corp.,GCI Communication Corp.,AZ,040159524002102,60,0,0,0,1
289,289,"HNS License Sub, LLC",HughesNet,OR,410170002001497,60,1,25,3,1
290,290,"ViaSat, Inc.",Viasat Inc,OR,410710304001251,60,1,100,3,1
291,291,"VSAT Systems, LLC",Skycasters,MI,261635710003002,60,1,2,1.3,1
292,292,GCI Communication Corp.,GCI Communication Corp.,MI,261635804001011,60,0,0,0,1
293,293,"VSAT Systems, LLC",Skycasters,IL,170519506001009,60,1,2,1.3,1
294,294,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,PA,420410124003023,43,1,987,35,1
295,295,"VSAT Systems, LLC",Skycasters,AZ,040159501001016,60,1,2,1.3,1
296,296,GCI Communication Corp.,GCI Communication Corp.,TX,481677238001091,60,0,0,0,1
297,297,"Charter Communications, Inc.",Charter Communications Inc,WI,551170106022025,50,0,0,0,1
298,298,"HNS License Sub, LLC",HughesNet,TX,482399501003276,60,1,25,3,1
299,299,"HNS License Sub, LLC",HughesNet,OR,410239601003190,60,1,25,3,1
300,300,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,TX,481130164132032,10,1,6,0.512,0
301,301,"HNS License Sub, LLC",HughesNet,IN,180179511001085,60,1,25,3,1
302,302,"CenturyLink, Inc.",CenturyLink,VA,511639304004037,12,1,80,10,1
303,303,"ViaSat, Inc.",Viasat Inc,TX,484717901021005,60,1,35,3,1
304,304,Mechcom Dot Net,MechcomDotNet,OH,390059710001090,70,1,100,5,1
